"Maker","BeanOrigin","REF","ReviewDate","CocoaPercentage","CompanyLocation","Rating","RatingLevel"
"Raoul Boulanger","Piura",1872,2016,75,"France",3.25,"Low"
"Raw Cocoa","Raw",867,2012,70,"Poland",2.5,"Low"
"Republica del Cacao (aka Confecta)","Esmeraldas",494,2010,75,"Ecuador",3.25,"Low"
"Republica del Cacao (aka Confecta)","Los Rios, Vinces",439,2009,75,"Ecuador",2.5,"Low"
"Republica del Cacao (aka Confecta)","Manabi",147,2007,75,"Ecuador",3,"Low"
"Republica del Cacao (aka Confecta)","El Oro",147,2007,67,"Ecuador",3.5,"Low"
"Republica del Cacao (aka Confecta)","Los Rios",170,2007,75,"Ecuador",3.75,"High"
"Ritual","Camino Verde P., Balao, 2015 harvest, batch8",1860,2016,75,"U.S.A.",3.75,"High"
"Ritual","Camino Verde P., Balao, Guayas, 2014",1466,2015,85,"U.S.A.",3.5,"Low"
"Ritual","Mid Mountain, 2014",1466,2015,70,"U.S.A.",3.5,"Low"
"Ritual","Toledo District, Maya",1089,2013,75,"U.S.A.",3.75,"High"
"Ritual","Maranon, Cajamarca",1181,2013,75,"U.S.A.",3,"Low"
"Ritual","Sambirano",891,2012,75,"U.S.A.",4,"High"
"Ritual","Camino Verde P., 2012, Balao, Guayas",967,2012,75,"U.S.A.",3.25,"Low"
"Ritual","Gran Couva",979,2012,75,"U.S.A.",3.5,"Low"
"Ritual","Costa Rica",745,2011,75,"U.S.A.",3.5,"Low"
"Roasting Masters","La Dorado, light roast",1844,2016,70,"South Korea",3.25,"Low"
"Roasting Masters","Tapanti, light roast",1844,2016,70,"South Korea",3.25,"Low"
"Roasting Masters","Maleku",1844,2016,70,"South Korea",3.25,"Low"
"Robert (aka Chocolaterie Robert)","Madagascar",1061,2013,75,"Madagascar",3.25,"Low"
"Robert (aka Chocolaterie Robert)","Madagascar w/ nibs",1061,2013,68,"Madagascar",3.25,"Low"
"Rococo (Grenada Chocolate Co.)","Gru Grococo, St. Andrews",923,2012,66,"U.K.",3.5,"Low"
"Rogue","La Masica, Batch 1, FHIA Research Center",1748,2016,75,"U.S.A.",3.75,"High"
"Rogue","Caranero, Choc. Garage Exclusive",1446,2015,70,"U.S.A.",3.75,"High"
"Rogue","Tranquilidad, Batch 1",1566,2015,75,"U.S.A.",3.25,"Low"
"Rogue","Porcelana",1209,2014,80,"U.S.A.",3.75,"High"
"Rogue","Akessons Estate, Sambirano, 2013",1038,2013,70,"U.S.A.",3.5,"Low"
"Rogue","Hispaniola, 2013",1081,2013,70,"U.S.A.",3.5,"Low"
"Rogue","Silvestre, Batch 7, 2013",1081,2013,75,"U.S.A.",4,"High"
"Rogue","Bachelor's Hall E., St. Thomas Parish",1193,2013,75,"U.S.A.",3.75,"High"
"Rogue","Camino Verde P., Balao, Guayas",979,2012,75,"U.S.A.",3.75,"High"
"Rogue","Silvestre, Batch 1, 2011",793,2011,75,"U.S.A.",3,"Low"
"Rogue","Piura",565,2010,75,"U.S.A.",3.75,"High"
"Rogue","Rio Caribe",327,2009,70,"U.S.A.",3.5,"Low"
"Rogue","Hispaniola, 2008",213,2008,70,"U.S.A.",2.75,"Low"
"Rogue","Jamaica",213,2008,70,"U.S.A.",2.75,"Low"
"Rogue","Sambirano, 2008",213,2008,70,"U.S.A.",2.75,"Low"
"Rogue","Trinidad",213,2008,70,"U.S.A.",3,"Low"
"Rozsavolgyi","Sur del Lago",809,2012,84,"Hungary",2.5,"Low"
"Rozsavolgyi","Rio Caribe Superior, Paria Penninsula",871,2012,76,"Hungary",2.25,"Low"
"Rozsavolgyi","Sambirano, Akesson Estate",871,2012,72,"Hungary",2.5,"Low"
"Rozsavolgyi","Carenero Superior",713,2011,73,"Hungary",3.5,"Low"
"Rozsavolgyi","Porcelana",717,2011,71,"Hungary",2.5,"Low"
"Rozsavolgyi","Aragua, Trincheras",717,2011,70,"Hungary",3.5,"Low"
"Rozsavolgyi","Principe",765,2011,77,"Hungary",2.75,"Low"
"S.A.I.D.","Malgascio",607,2010,64,"Italy",3.5,"Low"
"S.A.I.D.","100 percent",615,2010,100,"Italy",1.5,"Low"
"S.A.I.D.","Samana",615,2010,70,"Italy",3,"Low"
"S.A.I.D.","Arawak",615,2010,72,"Italy",3.5,"Low"
"S.A.I.D.","Latino",615,2010,72,"Italy",3.5,"Low"
"Sacred","Midnight",813,2012,83,"U.S.A.",2.75,"Low"
"Sacred","Twilight",813,2012,69,"U.S.A.",3.25,"Low"
"Salgado","Bahia Superior",288,2008,70,"Argentina",3.5,"Low"
"Salgado","Esmeraldas",288,2008,70,"Argentina",3.5,"Low"
"Salgado","Carenero Superior",288,2008,70,"Argentina",3.5,"Low"
"Salgado","Rio Arriba",292,2008,70,"Argentina",3.5,"Low"
"Santander (Compania Nacional)","Colombian 2008",404,2009,75,"Colombia",2.75,"Low"
"Santander (Compania Nacional)","Colombian w/ nibs",414,2009,70,"Colombia",3,"Low"
"Santander (Compania Nacional)","Colombian Semi Dark",32,2006,53,"Colombia",2,"Low"
"Santander (Compania Nacional)","Colombian",32,2006,65,"Colombia",3,"Low"
"Santander (Compania Nacional)","Colombian Dark",32,2006,70,"Colombia",4,"High"
"Santome","Sao Tome",761,2011,70,"France",2.75,"Low"
"Scharffen Berger","San Juan de Cheni",959,2012,78,"U.S.A.",4,"High"
"Scharffen Berger","Markham Valley",781,2011,68,"U.S.A.",3.75,"High"
"Scharffen Berger","Camahogne",464,2010,68,"U.S.A.",3.5,"Low"
"Scharffen Berger","Amina",464,2010,65,"U.S.A.",3.75,"High"
"Scharffen Berger","Tome Acu",336,2009,68,"U.S.A.",3.75,"High"
"Scharffen Berger","Asante",336,2009,65,"U.S.A.",4,"High"
"Scharffen Berger","Ben Tre",445,2009,72,"U.S.A.",3.75,"High"
"Scharffen Berger","Finisterra",227,2008,72,"U.S.A.",3,"Low"
"Scharffen Berger","Las Islas",117,2007,72,"U.S.A.",3,"Low"
"Scharffen Berger","Nibby",135,2007,62,"U.S.A.",3,"Low"
"Scharffen Berger","Cuyagua",135,2007,75,"U.S.A.",3.75,"High"
"Scharffen Berger","Antilles (Trin/Gren/DR/Ven)",188,2007,75,"U.S.A.",3,"Low"
"Scharffen Berger","Extra Dark",15,2006,82,"U.S.A.",2,"Low"
"Scharffen Berger","Bittersweet",15,2006,70,"U.S.A.",3.5,"Low"
"Scharffen Berger","Kumasi Sambirano",40,2006,68,"U.S.A.",2,"Low"
"Scharffen Berger","Jamaica a l'ancienne",56,2006,70,"U.S.A.",2,"Low"
"Scharffen Berger","Semisweet",56,2006,62,"U.S.A.",3,"Low"
"Seaforth","Dominican Republic",1658,2015,70,"U.K.",2.75,"Low"
"Seaforth","Grenada",1658,2015,70,"U.K.",2.75,"Low"
"Shark Mountain","Jamaica",1450,2015,72,"U.S.A.",3.25,"Low"
"Shark Mountain","Papua New Guinea",1450,2015,73,"U.S.A.",3.5,"Low"
"Shark Mountain","Cuyagua",1466,2015,77,"U.S.A.",2.75,"Low"
"Shark Mountain","ROIG",1466,2015,74,"U.S.A.",3.5,"Low"
"Shark Mountain","Ecuador",1335,2014,75,"U.S.A.",3,"Low"
"Shark Mountain","Belize, 2013",1335,2014,72,"U.S.A.",3.25,"Low"
"Shark's","Hilo",713,2011,73,"U.S.A.",2,"Low"
"Shark's","Hilo, w/ added cocoa butter",721,2011,73,"U.S.A.",2.5,"Low"
"Shattel","Tingo Maria",1884,2016,70,"Peru",3.25,"Low"
"Shattell","Porcelana",757,2011,75,"Peru",3.5,"Low"
"Sibu","Oro",1586,2015,82,"Costa Rica",3.25,"Low"
"Sibu","Oscuro",1586,2015,70,"Costa Rica",3.5,"Low"
"Sibu Sura","Peru",911,2012,70,"U.S.A.",2.5,"Low"
"Silvio Bessone","Maya Belize",717,2011,67,"Italy",3,"Low"
"Silvio Bessone","Trintade, Sao Tome",725,2011,65,"Italy",3.25,"Low"
"Silvio Bessone","Bahia, Scavina",729,2011,60,"Italy",3.25,"Low"
"Silvio Bessone","Porcelana, Colombia, Amazonas",741,2011,68,"Italy",3,"Low"
"Sirene","Wild Bolivia",1788,2016,73,"Canada",3.5,"Low"
"Sirene","Kokoa Kamili Coop",1856,2016,73,"Canada",3.5,"Low"
"Sirene","Esmeraldas, Salazar Farm",1860,2016,73,"Canada",3.75,"High"
"Sirene","Somia Plantation, 2012",1502,2015,100,"Canada",3,"Low"
"Sirene","Camino Verde P., Balao, Guayas, 2012",1506,2015,100,"Canada",3,"Low"
"Sirene","Lachua w/ cane sugar",1614,2015,73,"Canada",3,"Low"
"Sirene","Lachua w/ maple sugar, batch 5",1614,2015,73,"Canada",3.25,"Low"
"Sirene","Pisa",1650,2015,73,"Canada",3.25,"Low"
"Sirene","Somia Plantation, 2012",1339,2014,67,"Canada",3.75,"High"
"Sirene","Somia Plantation, 2012",1339,2014,73,"Canada",3.75,"High"
"Sirene","Camino Verde P., Balao, Guayas",1343,2014,73,"Canada",3.75,"High"
"Sjolinds","Ghana",1454,2015,70,"U.S.A.",2.75,"Low"
"Sjolinds","Nicaragua",1462,2015,72,"U.S.A.",3,"Low"
"Smooth Chocolator, The","Oko Caribe, DOR005",1940,2017,70,"Australia",3.5,"Low"
"Smooth Chocolator, The","Guasare, La Sierra de Perija, batch gua001",1740,2016,70,"Australia",3.75,"High"
"Smooth Chocolator, The","Porcelana, Sorotaima,Machiques,batch pcl001",1740,2016,70,"Australia",4,"High"
"Smooth Chocolator, The","Maya Mtn, Moho R., Toledo D.",1756,2016,70,"Australia",3.75,"High"
"Smooth Chocolator, The","Tien Giang",1864,2016,70,"Australia",3,"Low"
"Smooth Chocolator, The","Australia",1864,2016,67,"Australia",3.75,"High"
"Smooth Chocolator, The","Chimelb, Lanquin, Alta Verapaz, b-GUA001",1908,2016,70,"Australia",3.25,"Low"
"Smooth Chocolator, The","Akesson's Estate",1618,2015,65,"Australia",3.25,"Low"
"Smooth Chocolator, The","Akesson's Estate",1622,2015,70,"Australia",3.5,"Low"
"Smooth Chocolator, The","Kokoa Kamili",1622,2015,67,"Australia",3.75,"High"
"Smooth Chocolator, The","San Juan Estate",1622,2015,70,"Australia",3.75,"High"
"Smooth Chocolator, The","Camino Verde",1622,2015,72,"Australia",4,"High"
"Smooth Chocolator, The","Bolivia",1626,2015,72,"Australia",2.75,"Low"
"Smooth Chocolator, The","Papua New Guinea, triple roast, batch 1",1662,2015,65,"Australia",3.5,"Low"
"Smooth Chocolator, The","Maranon, batch 2",1666,2015,67,"Australia",3,"Low"
"Smooth Chocolator, The","Chuao, batch 3",1666,2015,70,"Australia",3.75,"High"
"Snake & Butterfly","Ghana",693,2011,67,"U.S.A.",1.5,"Low"
"Snake & Butterfly","Madagascar",502,2010,68,"U.S.A.",3,"Low"
"Snake & Butterfly","Ecuador",502,2010,68,"U.S.A.",3.25,"Low"
"Sol Cacao","Ecuador, Batch 1",1812,2016,70,"U.S.A.",3.5,"Low"
"Sol Cacao","Madagascar",1518,2015,72,"U.S.A.",3,"Low"
"Solkiki","Maranon, Fortunato No. 4",1840,2016,68,"U.K.",2.75,"Low"
"Solkiki","Castillo, Hispaniola, unroasted",1840,2016,85,"U.K.",2.75,"Low"
"Solomons Gold","Solomon Island",1792,2016,70,"New Zealand",3.25,"Low"
"Solomons Gold","Solomon Island w/ nibs",1796,2016,75,"New Zealand",3.25,"Low"
"Solstice","Bundibugyo",1335,2014,70,"U.S.A.",3,"Low"
"Solstice","Sambirano",1157,2013,70,"U.S.A.",3,"Low"
"Solstice","Amazonas",1157,2013,70,"U.S.A.",3,"Low"
"Solstice","Bolivia",1161,2013,70,"U.S.A.",3.25,"Low"
"Solstice","San Martin",1161,2013,70,"U.S.A.",3.25,"Low"
"Solstice","Wasatch",1161,2013,70,"U.S.A.",3.5,"Low"
"Soma","Oko Caribe, Duarte P., Collab w Chocosol",1820,2016,62,"Canada",3.5,"Low"
"Soma","Sambirano Valley, Black Science, B-60307.0",1820,2016,70,"Canada",3.5,"Low"
"Soma","Bahia Black, batch bra50722.1",1828,2016,70,"Canada",3.5,"Low"
"Soma","Abstract S. w/ Jamaica nibs,batch abs60323.0",1828,2016,75,"Canada",3.75,"High"
"Soma","Chuno, San Jose de Bocay, Pantasma R.,B.S.",1828,2016,70,"Canada",3.75,"High"
"Soma","Tien Giang, Black S., batch VIT60420.0",1828,2016,70,"Canada",4,"High"
"Soma","Camino Verde, Black S., batch cvu6030.0",1832,2016,70,"Canada",3.25,"Low"
"Soma","CSB Chama",1594,2015,70,"Canada",3.5,"Low"
"Soma","Porcelana",1594,2015,75,"Canada",4,"High"
"Soma","La Tronca, Matagalpa",1227,2014,70,"Canada",3.5,"Low"
"Soma","Maranon Canyon",1259,2014,70,"Canada",3.75,"High"
"Soma","La Dalia",1307,2014,70,"Canada",3.25,"Low"
"Soma","Camino Verde P., Balao, Guayas",1307,2014,80,"Canada",3.5,"Low"
"Soma","Espiritu Santo, 'Smoke Monster'",1307,2014,70,"Canada",3.75,"High"
"Soma","Little Big Man",1339,2014,70,"Canada",3.25,"Low"
"Soma","Rizek Cacao, Domin. Rep.",1019,2013,77,"Canada",3.75,"High"
"Soma","Java",1030,2013,70,"Canada",3.25,"Low"
"Soma","Apurimac, El Quinacho Co-op",1073,2013,70,"Canada",2.75,"Low"
"Soma","Sangre Grande P., Trinidad",1073,2013,70,"Canada",3.75,"High"
"Soma","Chef's Blend",1077,2013,70,"Canada",3.25,"Low"
"Soma","Patanemo",1077,2013,70,"Canada",3.75,"High"
"Soma","Crazy 88",1077,2013,88,"Canada",4,"High"
"Soma","Maracaibo, El Vigia",1077,2013,70,"Canada",4,"High"
"Soma","Equator",1081,2013,67,"Canada",4,"High"
"Soma","Orinoco",1173,2013,70,"Canada",3.25,"Low"
"Soma","Bachelor's Hall E., St. Thomas Parish",1177,2013,70,"Canada",4,"High"
"Soma","Noula Coop",817,2012,70,"Canada",3.25,"Low"
"Soma","O'ahu",833,2012,70,"Canada",3.75,"High"
"Soma","Dual Origins, Sambirano, Elvesia",867,2012,70,"Canada",4,"High"
"Soma","Dancing in Your Head, 5 bean blend",867,2012,70,"Canada",4,"High"
"Soma","Cahabon Region",951,2012,70,"Canada",3.5,"Low"
"Soma","Carenero Superior",951,2012,70,"Canada",3.75,"High"
"Soma","Eastern Promises",967,2012,70,"Canada",3.5,"Low"
"Soma","Papua New Guinea",983,2012,85,"Canada",3.5,"Low"
"Soma","Grenada, Black Science",676,2011,70,"Canada",2.75,"Low"
"Soma","Alto Beni, Wild Bolivian",676,2011,70,"Canada",3.5,"Low"
"Soma","Peruvian",676,2011,64,"Canada",4,"High"
"Soma","Three Amigos(Chuao, Wild Bolivia, D.R.)",676,2011,70,"Canada",4,"High"
"Soma","Elvesia P., Black Science",682,2011,70,"Canada",3.75,"High"
"Soma","Chuao",688,2011,70,"Canada",3.5,"Low"
"Soma","Black Science Blend 1",607,2010,70,"Canada",3.75,"High"
"Soma","Hispaniola",377,2009,70,"Canada",3,"Low"
"Soma","Africa",377,2009,70,"Canada",3.5,"Low"
"Soma","Conacado",387,2009,70,"Canada",3,"Low"
"Soma","Papua New Guinea",387,2009,70,"Canada",3.5,"Low"
"Soma","Madagascar",387,2009,70,"Canada",3.75,"High"
"Soma","Ocumare",387,2009,70,"Canada",3.75,"High"
"Somerville","Nicaragua",1367,2014,70,"U.S.A.",3.25,"Low"
"Somerville","Hawaiian, Big Island",1395,2014,70,"U.S.A.",3.5,"Low"
"Soul","Dominican Republic",1932,2017,70,"Canada",3.25,"Low"
"Soul","Madagascar",1936,2017,70,"Canada",3.5,"Low"
"Soul","Venezuela",1936,2017,75,"Canada",3.5,"Low"
"Soul","Ecuador",1936,2017,75,"Canada",3.25,"Low"
"Soul","Papua New Guinea",1936,2017,77,"Canada",3.25,"Low"
"Soul","Tanzania",1940,2017,80,"Canada",3.5,"Low"
"Spagnvola","AgroCriso Plantation",793,2012,70,"U.S.A.",3,"Low"
"Spagnvola","AgroCriso Plantation",793,2012,80,"U.S.A.",3,"Low"
"Spagnvola","AgroCriso Plantation",793,2012,75,"U.S.A.",3.25,"Low"
"Spencer","Dominican Republic",1932,2017,70,"U.S.A.",3.75,"High"
"Spencer","Ecuador",1932,2017,70,"U.S.A.",3.5,"Low"
"Spencer","Peru",1932,2017,70,"U.S.A.",2.75,"Low"
"Spencer","Dominican Republic, lot D82R",1792,2016,70,"Australia",3.5,"Low"
"Spencer","Ecuador, lot E432314L",1792,2016,70,"Australia",3.75,"High"
"Spencer","Madagascar, lot M0403R",1792,2016,70,"Australia",3.75,"High"
"Spencer","Malekula Island",1434,2014,72,"Australia",2.75,"Low"
"Sprungli (Felchlin)","Alto Beni",1057,2013,70,"Switzerland",3,"Low"
"SRSLY","Dominican Republic",1113,2013,70,"U.S.A.",3,"Low"
"SRSLY","Dominican Republic",1121,2013,84,"U.S.A.",2.25,"Low"
"Starchild","Bolivar, Arriba",1634,2015,70,"U.S.A.",3,"Low"
"Starchild","Hispaniola",1692,2015,70,"U.S.A.",3,"Low"
"Starchild","Cacao Verapaz",1692,2015,70,"U.S.A.",3,"Low"
"Starchild","Rio Tuma",1692,2015,70,"U.S.A.",3,"Low"
"Starchild","Sambirano Valley",1696,2015,70,"U.S.A.",3,"Low"
"Stella (aka Bernrain)","Bahia, Agri-Forestal Plantation, 2010",859,2012,68,"Switzerland",2.75,"Low"
"Stella (aka Bernrain)","India",729,2011,72,"Switzerland",3.25,"Low"
"Stone Grindz","Ecuador, Midnight Dark",1291,2014,84,"U.S.A.",3.5,"Low"
"Stone Grindz","Ecuador, Twilght Dark",1291,2014,70,"U.S.A.",3.5,"Low"
"StRita Supreme","Samar, East Visayas region",939,2012,65,"U.S.A.",2.5,"Low"
"StRita Supreme","Samar, East Visayas region",943,2012,70,"U.S.A.",2.5,"Low"
"StRita Supreme","Samar, East Visayas region",943,2012,75,"U.S.A.",2.75,"Low"
"Sublime Origins","Sambirano",1157,2013,67,"U.S.A.",2.75,"Low"
"Sublime Origins","Moho Valley",1157,2013,78,"U.S.A.",3.25,"Low"
"Summerbird","Peru",1800,2016,61,"Denmark",2.5,"Low"
"Summerbird","Peru",1800,2016,71,"Denmark",3,"Low"
"Suruca Chocolate","Venezuela",1796,2016,70,"Venezuela",2.75,"Low"
"Suruca Chocolate","Venezuela",1796,2016,60,"Venezuela",3,"Low"
"Svenska Kakaobolaget","Sri Lanka",1618,2015,70,"Sweden",2.75,"Low"
"Szanto Tibor","Nacional",1668,2015,70,"Hungary",3.25,"Low"
"Szanto Tibor","Baracoa",1704,2015,88,"Hungary",3.25,"Low"
"Szanto Tibor","Ambolikapiky",1704,2015,70,"Hungary",3.25,"Low"
"Szanto Tibor","Winak, Sumaco",1704,2015,70,"Hungary",3.75,"High"
"Szanto Tibor","Ben Tre, Mekong Delta",1708,2015,70,"Hungary",3.25,"Low"
"Szanto Tibor","Fazenda Sempre Firme, Bahia",1708,2015,70,"Hungary",3.5,"Low"
"Szanto Tibor","Porcelana",1263,2014,70,"Hungary",3.5,"Low"
"Szanto Tibor","Baracoa",1263,2014,70,"Hungary",3.75,"High"
"Szanto Tibor","Autumn, Primary Harvest, 2012",1185,2013,70,"Hungary",3.5,"Low"
"Szanto Tibor","Spring, Secondary Harvest, 2012",1185,2013,70,"Hungary",3.5,"Low"
"Szanto Tibor","Cacao Blanco",1193,2013,70,"Hungary",3.25,"Low"
"Szanto Tibor","Santo Domingo",939,2012,70,"Hungary",3.25,"Low"
"Szanto Tibor","Millot Plantation",939,2012,70,"Hungary",3.25,"Low"
"Szanto Tibor","Ayacucho, ""El Guinacho""",939,2012,70,"Hungary",3.75,"High"
"Szanto Tibor","Crudo",761,2011,70,"Hungary",3,"Low"
"Tabal","Costa Rica",1101,2013,70,"U.S.A.",2.75,"Low"
"Tabal","Dominican Republic",1101,2013,70,"U.S.A.",2.75,"Low"
"Tabal","Chiapas, Lacandon Jungle",1105,2013,70,"U.S.A.",2.5,"Low"
"Tabal","Peru",1105,2013,70,"U.S.A.",3,"Low"
"Tablette (aka Vanillabeans)","Colombia",1450,2015,70,"Japan",3,"Low"
"Tablette (aka Vanillabeans)","Papua",1450,2015,62,"Japan",3.25,"Low"
"Tablette (aka Vanillabeans)","Vietnam",1450,2015,60,"Japan",3.25,"Low"
"Tablette (aka Vanillabeans)","Trinidad",1680,2015,77,"Japan",2.75,"Low"
"Tan Ban Skrati","Paramaribo, batch 20160043-01",1868,2016,70,"Suriname",3.25,"Low"
"Taza","Belize",1271,2014,68,"U.S.A.",3,"Low"
"Taza","Alto Beni",785,2011,87,"U.S.A.",3.25,"Low"
"Taza","Chiapan",451,2009,75,"U.S.A.",2.75,"Low"
"Taza","Dark, Stone Ground",180,2007,70,"U.S.A.",3,"Low"
"TCHO","West Africa",1716,2016,62,"U.S.A.",2,"Low"
"TCHO","Peru- Ecuador",915,2012,99,"U.S.A.",3.25,"Low"
"TCHO","TCHOPro 60.5",387,2009,60,"U.S.A.",2.75,"Low"
"TCHO","TCHOPro 68",387,2009,68,"U.S.A.",3,"Low"
"TCHO","Chocolatey-beta",199,2008,70,"U.S.A.",2.5,"Low"
"TCHO","Fruity-beta",280,2008,70,"U.S.A.",2.5,"Low"
"TCHO","Citrus-beta",280,2008,70,"U.S.A.",2.75,"Low"
"TCHO","Nutty-beta",284,2008,70,"U.S.A.",2.5,"Low"
"Tejas","Concepcion",801,2012,70,"U.S.A.",2.75,"Low"
"Tejas","Bayou Blend",801,2012,70,"U.S.A.",3,"Low"
"Tejas","Aranama",805,2012,70,"U.S.A.",3,"Low"
"Tejas","Presidio",805,2012,70,"U.S.A.",3.5,"Low"
"Tejas","La Bahia, w/ cane juice",817,2012,70,"U.S.A.",3.25,"Low"
"Tejas","Capistrano",821,2012,70,"U.S.A.",2,"Low"
"Tejas","La Bahia, w/ cane sugar",825,2012,70,"U.S.A.",3.25,"Low"
"Tejas","San Jose",829,2012,70,"U.S.A.",2.75,"Low"
"Tejas","Capistrano*",829,2012,70,"U.S.A.",3,"Low"
"Tejas","Espada",833,2012,70,"U.S.A.",3.25,"Low"
"Tejas","Espada",967,2012,70,"U.S.A.",2.75,"Low"
"Tejas","Concepcion*",971,2012,80,"U.S.A.",3,"Low"
"Tejas","San Jose",971,2012,67,"U.S.A.",3.25,"Low"
"Tejas","Bahia, Floresta Azul,Good Friends Reserve#3",971,2012,70,"U.S.A.",3.5,"Low"
"Terroir","Peru",1478,2015,70,"U.S.A.",2.75,"Low"
"Terroir","Belize",1478,2015,70,"U.S.A.",3.75,"High"
"Terroir","Madagascar",1478,2015,70,"U.S.A.",3.75,"High"
"Terroir","Ecuador",1482,2015,70,"U.S.A.",3.25,"Low"
"Terroir","Oko Caribe",1554,2015,70,"U.S.A.",3.5,"Low"
"Terroir","Guatemala",1558,2015,70,"U.S.A.",3.75,"High"
"Terroir","Ecuador",1323,2014,77,"U.S.A.",3.25,"Low"
"Terroir","Madagascar",1323,2014,67,"U.S.A.",3.75,"High"
"Terroir","Uganda",1323,2014,73,"U.S.A.",3.75,"High"
"The Barn","Peru",1614,2015,70,"Sweden",3,"Low"
"Theo","Congo w/ nibs",903,2012,65,"U.S.A.",3.25,"Low"
"Theo","Madagascar",162,2007,65,"U.S.A.",3.5,"Low"
"Theo","Ivory Coast",184,2007,75,"U.S.A.",2.5,"Low"
"Theo","Ghana, Kumasi",184,2007,84,"U.S.A.",3,"Low"
"Theo","Venezuela; Barinos, Merida, Tachron",188,2007,91,"U.S.A.",2,"Low"
"Theo","Ghana, Panama, Ecuador",188,2007,75,"U.S.A.",3,"Low"
"Theobroma","Piura Select, Cacao Blanc",1684,2015,70,"Japan",3.25,"Low"
"Timo A. Meyer","Belize, med roast",1836,2016,72,"Germany",3.75,"High"
"To'ak (Ecuatoriana)","Manabi",1418,2014,81,"Ecuador",3.25,"Low"
"Tobago Estate (Pralus)","Roxborough, Tobago",895,2012,70,"France",4,"High"
"Tocoti","Wild Bolivian, Jungle Love",927,2012,77,"U.S.A.",3,"Low"
"Tocoti","Venezuela",789,2011,72,"U.S.A.",2.75,"Low"
"Tocoti","Dominican Republic",789,2011,74,"U.S.A.",3,"Low"
"Treehouse","Conacado",1239,2014,72,"U.S.A.",3,"Low"
"Tsara (Cinagra)","Ambanja, Tsara Valley",753,2011,72,"Madagascar",3.5,"Low"
"twenty-four blackbirds","Oko Caribe",1700,2015,75,"U.S.A.",2.75,"Low"
"twenty-four blackbirds","Cedeno, lot 271",1700,2015,75,"U.S.A.",3.5,"Low"
"twenty-four blackbirds","Madagascar",1235,2014,75,"U.S.A.",3.5,"Low"
"twenty-four blackbirds","Dominican Republic",1022,2013,68,"U.S.A.",3.25,"Low"
"twenty-four blackbirds","Palos Blancos",1026,2013,75,"U.S.A.",2.5,"Low"
"twenty-four blackbirds","Dominican Republic",753,2011,73,"U.S.A.",2.75,"Low"
"Two Ravens","Peru",1740,2016,60,"U.S.A.",3,"Low"
"Un Dimanche A Paris","Dominican Republic",709,2011,63,"France",3.75,"High"
"Undone","Matagalpa",1438,2014,74,"U.S.A.",2.75,"Low"
"Undone","Nourish",1438,2014,70,"U.S.A.",3,"Low"
"Upchurch","Madagascar, Sassy Bar",1752,2016,72,"U.S.A.",3,"Low"
"Upchurch","Tanzania, Party Bar",1752,2016,72,"U.S.A.",3.25,"Low"
"Urzi","Sur del Lago, Merida",1327,2014,65,"Italy",3.25,"Low"
"Valrhona","Piura, Illanka, Quemazon",1510,2015,63,"France",4,"High"
"Valrhona","Andoa, Grand Cru blend",1145,2013,70,"France",3.5,"Low"
"Valrhona","Loma Sotavento, 2013",1153,2013,64,"France",3.5,"Low"
"Valrhona","Otucan, Grand Cru",931,2012,69,"France",4,"High"
"Valrhona","Caraque",709,2011,56,"France",3.25,"Low"
"Valrhona","Porcelana, Pedegral",757,2011,64,"France",4,"High"
"Valrhona","Tainori",327,2009,64,"France",3.75,"High"
"Valrhona","Alpaco",370,2009,66,"France",3.75,"High"
"Valrhona","Nyangbo",395,2009,68,"France",3.5,"Low"
"Valrhona","Araguani",117,2007,72,"France",3,"Low"
"Valrhona","Chuao 2002 P.",129,2007,65,"France",3.75,"High"
"Valrhona","Manjari",129,2007,64,"France",4,"High"
"Valrhona","Le Noir Extra Amer",147,2007,85,"France",1.5,"Low"
"Valrhona","Abinao",153,2007,85,"France",2.5,"Low"
"Valrhona","Le Noir Amer",157,2007,71,"France",2.75,"Low"
"Valrhona","Porcelana, Maracaibo, Palmira P. 2006",162,2007,64,"France",3.25,"Low"
"Valrhona","Caraibe",63,2006,66,"France",3,"Low"
"Valrhona","Guanaja",63,2006,70,"France",4,"High"
"Valrhona","Gran Couva 2005 P.",75,2006,64,"France",2.5,"Low"
"Valrhona","Porcelana, Maracaibo, Palmira P. 2005",75,2006,64,"France",3,"Low"
"Valrhona","Sambirano, Ampamakia 2005, Millot P.",75,2006,64,"France",3.5,"Low"
"Vanleer (Barry Callebaut)","Manhattan",963,2012,72,"U.S.A.",2.5,"Low"
"Vanleer (Barry Callebaut)","Napa",963,2012,65,"U.S.A.",2.75,"Low"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,72,"Madagascar",2.75,"Low"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,76,"Madagascar",2.75,"Low"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,80,"Madagascar",2.75,"Low"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,70,"Madagascar",3,"Low"
"Vao Vao (Chocolaterie Robert)","Madagascar w/ nibs",404,2009,68,"Madagascar",3,"Low"
"Vao Vao (Chocolaterie Robert)","Madagascar",404,2009,64,"Madagascar",3.25,"Low"
"Vicuna","Palos Blancos",1470,2015,70,"U.S.A.",3.25,"Low"
